date,id,content,username,likeCount,retweetCount
2022-12-05 15:02:28+00:00,1599781256228503552,Slowly launching my Mastodon account 🐘 @amelia@social.itu.dk https://t.co/rcla76Z67B #Mastodon #TwitterMigration,ameliajimsan,0,0
2022-12-05 14:57:25+00:00,1599779984331055104,@MpStephanWeil Tschüss 👋 Vielleicht geht es ja im #Mastdarm sorry ich meine natürlich auf #Mastodon weiter.,Christsves,0,0
2022-12-05 14:56:15+00:00,1599779692923346944,"@ElskeKevie25 @Lipsiaan @Bijan63 @edmeekel1 
#Mastodon? https://t.co/yM1QdH3oPh",fvdstadt,1,0
2022-12-05 14:54:13+00:00,1599779179381198848,"@NTCarver0 #Metatext is my hands-down fave #Mastodon app also - I really hope someone will keep it going; its og dev had to step back for health reasons, and it now needs a new developer/maintainer.",timswork,1,0
2022-12-05 14:48:52+00:00,1599777831621476355,"The second part of my @sngose (syslog-ng) tutorial is getting ready. Slides and text are finalized, I ""only"" have to record the video.

The #poll below was interesting: @LinkedIn users want to see my face on the video, while Twitter &amp; #Mastodon users say that voice is enough. https://t.co/KJx8I6qbtj",PCzanik,3,1
2022-12-05 14:48:41+00:00,1599777785504886790,@FWWinterberg @derspiegel Sind sie jetzt auch auf #Mastodon?,wernerkeil,2,1
2022-12-05 14:46:17+00:00,1599777182477230081,SCOTLIN has just joined #Mastodon! You can find us there at @LawScottish@mastodon.scot,LawScottish,6,4
2022-12-05 14:44:29+00:00,1599776732000550912,@NdsLandesReg Ihr wollt Euch doch nur bei #Mastodon alle selber einen Blasen. 😬✌️,EntenMelker,0,0
2022-12-05 14:44:11+00:00,1599776653076725760,Wirklich viel passiert auf #Böhmermann’s Lieblingsplattform #Mastodon nicht. Ein direkter Vergleich zwischen zwei Beiträgen. Kommentare bei Mastodon im Bereich zwischen 10-15 je Tröt. Böhmermann wird auch künftig auf die Reichweite des Hass-Netzwerks Twitter angewiesen sein. https://t.co/rZae4z6vsy,Skefabu_2033,4,0
2022-12-05 14:42:44+00:00,1599776289115758593,"Is something inherent lost *whenever* a #Mastodon #instance goes large?

(The advantages are obvious, but perhaps the disadvantages, though hidden, are just as bad.)

At what size does #MastoAdmin inevitably become corporate in character, despite all intentions?

Should (1/2)",EubieDrew,0,0
2022-12-05 14:42:00+00:00,1599776104105099267,Triff uns im Fediverse @DMW@berlin.social #Mastodon #netthier,DigiWomenB,1,0
2022-12-05 14:41:49+00:00,1599776060333121536,@MrJonasDanner 😮 sollte #Mastodon werden. Immer diese verflixte Rechtschreibkorrektur 🤷,Rekonquista_GER,0,0
2022-12-05 14:38:17+00:00,1599775171619028993,"I somehow feel #Mastodon is not going to stick around (or at least make it to mainstream) and feel niche like Tumblr.

I could be wrong, but that's my feeling right now.",IvanMontillaM,0,0
2022-12-05 14:33:21+00:00,1599773926284222465,"Bei #Mastodon ist bestimmt alles besser. Da wird dann auch nicht über eine Messerattacke in #ulm berichtet, wo eine 14 Jährige verstorben ist, eine 13 Jährige schwer verletzt. Eine Blasenplattform für die links Woken. Da gehören sie auch hin. https://t.co/QfgrbIZxCg",heino_matthies,3,0
2022-12-05 14:30:07+00:00,1599773113323249664,"Reminder that I've moved to #Mastodon. Join me there to continue the conversation. Meanwhile, I've unfollow all but one on this platform. https://t.co/vZSh9TulvT",vunguyen,1,0
2022-12-05 14:29:51+00:00,1599773047359434752,@janboehm Wolltest Du für Deine geistigen Ergüsse nicht letztlich noch die Plattform wechseln? #Mastodon,wosch_tweet,0,0
2022-12-05 14:28:40+00:00,1599772748997238785,"So, damit ich nicht immer alles doppelt lesen muss, entfolge ich den crossposting Leuten jetzt hier auf Twitter und kommentiere bei Bedarf nur noch auf #Mastodon . Vielleicht hilft das ja auch anderen einen Fokus zu setzen.",DVerliebt,0,0
2022-12-05 14:27:45+00:00,1599772517907849216,"@joinmastodon sotto attacco DDOS.
Poco fa anche l'istanza @MastodonItalia è stata messa offline temporaneamente.

https://t.co/B237JoRCBE

#Mastodon",ottomano,1,0
2022-12-05 14:20:19+00:00,1599770649362243586,Der nächste verlässt #Twitter. Die Abwanderung nimmt weiter zu. #Musk #Mastodon https://t.co/25qOZO39cx,mattimerker,0,0
2022-12-05 14:15:16+00:00,1599769377255063552,"If you are not on Mastodon, think about joining. You can follow me at https://t.co/80hhrkH6z4 The number of users of Mastodon is now up to 8.7 million.  There is a reason that so many people are joining that platform. #Mastodon #Philanthropy #CharityLaw #Charities #Nonprofit",canadiancharity,3,0
2022-12-05 14:13:35+00:00,1599768952128778240,"I can now be found on #Mastodon, as follows:- https://t.co/eLdfU7wRqO",SueW251161,0,0
2022-12-05 14:13:06+00:00,1599768833744842752,"@JustStacie5683 I hope at some point you decide to, at the very least, cross post this fun series to #Mastodon. I’m sorry, but I’m trying to get off this bird app,  minimizing my posts and checking twitter with less regularity. If not… thx it’s been a lot of fun.",RogovtTed,0,0
2022-12-05 14:12:33+00:00,1599768692304523264,"@_donalphonso Ob #Mastodon die Alternative wird. Da gibt es bestimmt noch tolle Hinweise, was man alles noch so Tolles machen kann.😅",fakeaccount1708,1,0
2022-12-05 14:11:33+00:00,1599768441417658368,Er kann sich dann ja mit Frau #Esken wieder SMS hin- und herschicken... #Weil #twitter #Mastodon #Niedersachsen https://t.co/S1D8tagc22,KaleuDer,0,0
2022-12-05 14:11:12+00:00,1599768352561692679,@MDRAktuell Er kann sich dann ja mit Frau #Esken wieder SMS hin- und herschicken... #Weil #twitter #Mastodon #Niedersachsen,KaleuDer,2,0
2022-12-05 14:10:26+00:00,1599768161225678848,"RT @derPUPE@chaos.social
🚚 Die #Sticker Lieferung is da 📦
 
 „United Fedration of #Fediverse“ 

cc-Info &amp; Download zum durch mullana  verfeinerten &amp; vectorisierten #Mastodon-Fund und jetzigem Meister:innen-Werk gibts hier:

https://t.co/XeFJt98101

Die #Aufkleiber (1/2)",freiherz,0,0
2022-12-05 14:04:37+00:00,1599766696721776641,"Here’s my #Mastodon account 

https://t.co/Pq7CJ2waRE",TracyRector,0,0
2022-12-05 14:04:30+00:00,1599766668577677312,"If, like me, you're done with #twitter and want to move to #Mastodon but want to stay in touch with accounts you follow, try this app https://t.co/IjApHseAdp",CeilingCatSays,0,0
2022-12-05 14:04:00+00:00,1599766543751061505,If you’re on #Mastodon you can follow @CNDuk there now 🌟⬇️🚨 https://t.co/Tjq0fCNaKc,GreenhamWomen,2,0
2022-12-05 14:03:21+00:00,1599766377099046912,"📢 Trööt, 🥳 an alle Interessierte die gerne an einer Einführung zu #Mastodon Lernwerkzeuge Session teilnehmen möchte!

Und hier könnt ihr euch noch auf unserer Mastodon @colearn_de Instanz anmelden! 
Die Session Einwahldaten folgen noch @SimonDueckert 
👉🏽 https://t.co/aX9aJ3eSeE https://t.co/ujZ681GyY1",ewingo13,4,2
2022-12-05 14:02:35+00:00,1599766187176562688,"TT Twitter #Italia 15:02:
1 #Sanremo2023
2 #Mastodon
3 #5dicembre
4 #twittamibeautiful
5 #Schlein
6 Paola
7 #FRAPOL
8 Amadeus
9 buona domenica
10 Anna Oxa
11 Articolo 31
12 Lavinia
13 Renzi
14 Bankitalia
15 Jalisse
16 Grassani
17 Elodie
18 Grignani",TendenzeItalia,0,0
2022-12-05 14:02:25+00:00,1599766144185139201,"Finally located my #Mastodon details - I knew I’d set up an account a while ago, but didn’t realise it was as long ago as my last week at the OU, back in 2018!",dresdeb,1,0
2022-12-05 14:00:35+00:00,1599765680605143042,"I've completed ""Supply Stacks"" - Day 5 - Advent of Code 2022 
 
Interested in my #Python #Code ?
Follow me on #Mastodon @Brotherluii@masto.ai

https://t.co/EXcNCXX8cW #AdventOfCode #Coding #Fun #Programming",Brotherluii,3,0
2022-12-05 13:56:02+00:00,1599764538509127682,Ich verzieh mich von Twitter. Bin jetzt auf https://t.co/5eIdPNDGTM #mastodon #MastodonSocial,SamuelBurger1,0,0
2022-12-05 13:54:23+00:00,1599764121238372352,"@ChristinaN3 Wenn alle Idioten gegangen wären, die das Wort #Mastodon nur einmal angeküdingt hätten, wäre es schon ein friedlicherer Ort...",SchmiddieMaik,14,0
2022-12-05 13:53:14+00:00,1599763831055478784,For those of you migrating to or hanging out #mastodon or #postnews you can find me  @velshi@mastodon.world &amp; on #postnews @velshi.,AliVelshi,119,13
2022-12-05 13:52:32+00:00,1599763654915764225,"@MDRAktuell Geht er auf #Mastodon. Dort gibt es keinen Hass oder Hetze. Außerdem gibt es dort auch nur eine Meinung.

#besterPlatz to be",RanzerIngo,3,0
2022-12-05 13:46:46+00:00,1599762207083929603,@helenleigh I'm sure several people have already said this ... move to #Mastodon.,joehigham,0,0
2022-12-05 13:45:18+00:00,1599761837712498688,"Mastodon is a decentralised, open-source social media platform with a focus on privacy and community-building - could it be the catalyst for change in the social media landscape? It happened with email.

#Mastodon #SocialMedia #Privacy 

https://t.co/vnaMc2ic7E",Hopthings,0,0
2022-12-05 13:41:08+00:00,1599760789316857856,"@MpStephanWeil Sehr geehrter Herr Weil
Bei #Mastodon #MastodonSocial wird man gesperrt, wenn man sich gegen Maskenzwangsforderungen ausspricht, die auch gegen das Gesetz sind, und gleichzeitig das Recht der Frauen auf Abtreibung verteidigt.
Nicht #Twitter sondern Mastodon ist #undemokratisch",endofdaysradio,0,0
2022-12-05 13:34:31+00:00,1599759123750404096,"Wie wird das #NetzDG eigentlich bei #Mastodon gehandhabt?

Sind alle Instanzen zur Mitwirkung verpflichtet, sobald es in Deutschland mehr als zwei Millionen registrierte Nutzende gibt, oder nur die Instanzen, die diese Zahl für sich erreichen? Sehe beides als kaum umsetzbar an🤔",SsamanMardi,6,0
2022-12-05 13:30:03+00:00,1599757997475258370,おんえあなう：High Road ／ #Mastodon (Do The RiGHT Thing～ #KingBrosRRHS ）,fm787,2,1
2022-12-05 13:30:00+00:00,1599757986754629634,おんえあなう：High Road ／ #Mastodon (Do The RiGHT Thing～ #KingBrosRRHS ）,Sakura787_NOA,0,0
2022-12-05 13:30:00+00:00,1599757986473254912,"Ubícanos en la red social #Mastodon como: 

“sarenenlinea”

¡Síguenos! 

#5Dic 
#HueleANavidad https://t.co/QYSBVpDs0J",SarenVzla,2,9
2022-12-05 13:29:56+00:00,1599757967351369729,#Mastodon down ora?,fabio_sona,0,0
2022-12-05 13:28:34+00:00,1599757625796665346,"@MpStephanWeil es werden herrscharen von #Twitter-usern, diesem herben verlust nachtrauern! ich denke auf #mastodon, sind sie und die anderen hetz &amp; alternativen wahrheiten verbreiter gut aufgehoben!
have a nice trip... https://t.co/XIqrD1eaGC",RobiSenn,0,0
2022-12-05 13:23:11+00:00,1599756271996936193,"Dabei dachte ich, diese #Meldemuschies haben sich nach #Mastodon verzogen? https://t.co/n2GyO3KPci",RanzerIngo,0,0
2022-12-05 13:11:00+00:00,1599753203221921794,"Twitter users have been migrating to #Mastodon en masse after @elonmusk's acquisition of #Twitter, but researchers have identified security flaws within the platform.

#MastodonSocial | #MastodonMigration | #CyberSecurity | @joinmastodon

https://t.co/9WJAqB3pSx",EastMidlandsCRC,0,0
2022-12-05 13:08:26+00:00,1599752559727505408,"Dus binnenkort weer tweets... -Ik hou van #Mastodon! 🥳- over de kou én dus geen #klimaatcrisis... 🙄 - Meer koude dagen op komst
https://t.co/waZKCcQfD1",leftwingcyclist,0,0
2022-12-05 13:07:04+00:00,1599752215245324289,"TT Twitter #Italia 14:07:
1 #Sanremo2023
2 #5dicembre
3 Paola
4 #Schlein
5 #twittamibeautiful
6 #FRAPOL
7 #Mastodon
8 Amadeus
9 buona domenica
10 Articolo 31
11 Anna Oxa
12 Renzi
13 ELODIE
14 Jalisse
15 Bankitalia
16 Grassani
17 Grignani
18 Cugini di Campagna",TendenzeItalia,0,0
2022-12-05 13:02:27+00:00,1599751051070296065,@_donalphonso Geil🤣Möge #Mastodon das neue #Refugium der @NdsLandesReg für Hass &amp; Hetze gegen #Twitter &amp; @elonmusk sein.😎#Deutschland #NetzDG #Meinungsfreiheit #Meinungsvielfalt #Zensur,Freigeist_2022,4,0
2022-12-05 13:02:03+00:00,1599750952260554752,@slagfox @TwitterSupport @Twitter Andiamocene tutti su #Mastodon se Twitter diventa insoddisfacente…,conte_ssa23,1,0
2022-12-05 12:56:47+00:00,1599749624679366656,📢A toot from Peer Community Journal in #Mastodon: https://t.co/dykuUOmCfN,PeerComJournal,0,0
2022-12-05 12:55:15+00:00,1599749238799290368,"It takes less than five-minutes to secure and verify your #Mastodon account. 

Here is the quick step-by-step #Tutorial. (I also share #Follower #Tips.)

https://t.co/ffnt2quM1W https://t.co/KywcJtEf2j",videojournalist,4,2
2022-12-05 12:51:53+00:00,1599748392749387776,"Werte @rlpNews, wollt ihr da nicht nachziehen? Waren genug #Falschinformationen für Euch, oder? Fehlender #Fremdschutz, kaum #Selbstschutz, doch ein #Impfabo u bisweilen schlimme #Nebenwirkungen. Geht doch zu #Mastodon, da findet ihr Gleichgesinnte, die euer #Wording noch mögen❤️ https://t.co/biUzdqNHpb",ElefantImRaum2,125,27
2022-12-05 12:51:24+00:00,1599748271970263040,📢A toot from Peer Community Journal in #Mastodon: https://t.co/uvJIcgOb2D,PeerComJournal,0,1
2022-12-05 12:49:11+00:00,1599747712765038592,"上片時間變更了，十二月開始，
改爲每月 15 、 30 分別固定上傳一隻影片。

如果有餘力的話，就會開開直播，
或是多上傳一些影片。
也希望大家能夠繼續支持。

另外，我們在 #Mastodon 也開了一個帳號，
歡迎大家來追蹤。

@TroisTiere@ohai.social

https://t.co/Oc8ogEPr73",TroisTiere,1,1
2022-12-05 12:46:55+00:00,1599747141832167424,"I think #Mastodon might actually fix the #GPT3 / #GPT4 / #ChatGPT problem of #bias when trained on large social media #data , because you can use scrapes and blocklists more effectively and scoop up so much less outright #hate and #propaganda from @twitter #bots #Advertising",josephpollack,0,0
2022-12-05 12:43:08+00:00,1599746193227014144,"We gaan nog niet weg van Twitter, maar we zoeken de culturele, academische en literaire gemeenschap ook op #Mastodon op. Je vindt ons nu ook als @athenaeum@mastodon.nl op https://t.co/IOMJ6C2OXH . https://t.co/lZfz2POaCy",Athenaeum,4,3
2022-12-05 12:37:00+00:00,1599744647944982529,"#Mastodon sees sizable growth following Musk’s Twitter acquisition, topping 1M monthly active users. But one of the many challenges for users coming to Mastodon is in re-creating their network. Movetodon helps with this transition
https://t.co/i6X3yuj0PM",marcoRecorder,3,0
2022-12-05 12:36:08+00:00,1599744428213964804,"#Mastodon is a free, open-source app and online platform that touts itself as a #Twitter alternative. It shares some features with Twitter, but there are many differences. Downloads of Mastodon skyrocketed by over 6,000% globally after #ElonMusk took over Twitter
#Socialmedia",srinicaps,0,1
2022-12-05 12:35:34+00:00,1599744285133324288,"@Vetustioribus Musk streeft in ieder geval luid &amp; duidelijk na dat iedereen, links&amp;rechts, hier welkom is en zijn mening moet kunnen geven. #Mastodon zal sneuvelen omdat 't niks is; geen uitwisseling van opinies, alleen bevestiging van strikt Deug66-gedachtes is boring &amp; killing.",Westfriesekrant,1,0
2022-12-05 12:34:59+00:00,1599744141545578497,"A very good article on Mastodon's architecture.

(Follow me on Mastodon @stella@foojay.social)

#architecture #softwarearchitecture #mastodon #twitter #socialmedia #scaling https://t.co/WpcdSRxtMa",svarvarigou,0,0
2022-12-05 12:33:00+00:00,1599743640997273600,"@MpStephanWeil Die #SPD demnächst glücklich widerspruchslos vereint bei #Mastodon. Saskia (#Esken) wartet schon. 🤗🤦🏻‍♀️

#Weil #Twitter #Musk",Karine_N1,1,0
2022-12-05 12:32:01+00:00,1599743395408138240,"@mattyglesias #mastodon is great. A learning curve has to be steep when 1.5 million peeps migrate to a social networking platform. I'm not a #longtermist like you are Matt, betting everything on making those trillion humans happy in the year 3000 - but Mastondon now looks like Twitter in 2008.",limitedinc3,0,0
2022-12-05 12:31:09+00:00,1599743175463440384,"@BINederland Is dat zo @izavarise @BINederland?
#Twitter vs #Mastodon https://t.co/xjKIYKz80I",Raymond_vT,1,0
2022-12-05 12:28:04+00:00,1599742400703799296,"Dat #Mastodon is inmiddels de muffe schuilkelder van fout links geworden hé. Alle snowflakes en lafbekken schuimbekkend op één naar diarree meurend platform.

Vraagje: representeert dat krulletje onder aan het logo de staart tussen de benen van de wegduikers?

Musk is een zegen. https://t.co/EWsbJIfVOd",Vetustioribus,14,3
2022-12-05 12:25:04+00:00,1599741643988426753,"I'm not active on Twitter anymore. You may see occasional retweets though. I have removed everything except my tweets (might delete &amp; lock up the account later).

You can read my posts on #Mastodon: https://t.co/NSTEqWWwMv",rolle,4,0
2022-12-05 12:24:24+00:00,1599741475457228801,"The EU's Mastodon presence is new and apparently mainly a response to Musk's acquisition of Twitter.

Read the full article: Mastodon returns – what does it mean for PR and communications?
▸ https://t.co/WNp4hDgU3F

#Mastodon #PublicRelations #PR #CorporateCommunications",stuartbruce,2,0
2022-12-05 12:23:20+00:00,1599741206983888896,@NdsLandesReg @GaugerYvonne wo ist euer #Mastodon-Account?,f_brinkmann,0,0
2022-12-05 12:22:43+00:00,1599741052742930432,"I just created a #Mastodon profile to complement my presence on Twitter.

You can find me here: https://t.co/TiIzRQqkwA

Looking forward to connecting and interacting with you on Mastodon as well! 🙂",Jan_Vogler,4,2
2022-12-05 12:22:01+00:00,1599740877517205505,"A maior decepção é o #Mastodon não ter sido desenvolvido com #PHP 🐘

Não valorizou seus herdeiros!

😂🤡😆",FelipeBHZ,0,0
2022-12-05 12:21:52+00:00,1599740837692604416,"#Aplicaciones
Las plataformas similares a #Twitter se muestran cada vez más interesantes a los usuarios que optan por alternativas como #Mastodon, la red social descentralizada que suma millón y medio de usuarios nuevos x mes: 
https://t.co/rM1nG40Vp5 https://t.co/yQ6Rk3NF8b https://t.co/V8uE1k1jfX",vicersolutions,0,1
2022-12-05 12:20:31+00:00,1599740498603696128,"Ab sofort könnt ihr uns auch im #Fediverse finden. Auf unserem eigenen #Mastodon Server werden wir zukünftig alle Inhalte posten, die bislang nur hier zu finden waren.

Folgt uns dort fleissig und erzählt es gerne weiter!

#Datenschutz #Menschenrechte 

https://t.co/7JoTSnQYU4",researchinst,1,1
2022-12-05 12:18:20+00:00,1599739949632421888,"Never forget, #Twitter has a memory and keeps everything you post. Sometimes, evil spirits can dig up some of your old tweets that you may regret. On #Mastodon, there is a useful feature that allows you to automatically remove your old posts according to the delay you choose. https://t.co/DvVqxQvpJI",earnoud,3,0
2022-12-05 12:16:52+00:00,1599739579036323841,"Retrouver et suivre ses amis #Twitter sur #Mastodon, https://t.co/KqPkRYecYC v/ @OutilsVeille https://t.co/7yGGjhTOpL",HLC_media,0,0
2022-12-05 12:16:43+00:00,1599739541899853825,"Retrouver et suivre ses amis #Twitter sur #Mastodon, https://t.co/v6aENt1JeV v/ @OutilsVeille https://t.co/e0rTAfvVa4",HLC_education,0,0
2022-12-05 12:13:27+00:00,1599738721602924545,"@SuprasKurono @isa_ilh #Mastodon #masques #France 
#CoupeDuMondeFIFA #CoupuresElectricite 
#RERC #ligne13 #RERB #Ligne4 
#Grippe #CovidIsntOver https://t.co/5cpOKZfs5R",dommajeur,3,1
2022-12-05 12:13:22+00:00,1599738699624898560,"Cette application gratuite va vous donner le nombre de relations sur Twitter que vous pouvez retrouver sur Mastodon.

Lire 👉 https://t.co/IgSJY198yN

#Mastodon #Veille #RéseauxSociaux https://t.co/x8nL5Q9ys9",OutilsVeille,0,1
2022-12-05 12:11:16+00:00,1599738173672026112,"#MastodonSocial #mastodon problems
https://t.co/NCBbzS2Kao",nerdz0ne,0,0
2022-12-05 12:08:25+00:00,1599737454180737024,"@joinmastodon I was banned from Mastodon because I spoke out against compulsory mask requirements, which also violate the actual law. At the same time, I defended women's right to abortion.
#Mastodon is #undemocratic and brutally slaps countless women in the face.
Welcome Back Home @elonmusk",paranoah17,1,0
2022-12-05 12:06:24+00:00,1599736946196348928,"@MpStephanWeil Ich kann Ihre Entscheidung absolut nachvollziehen. Ich bin mir dennoch nicht sicher, ob es das richtige Signal ist. Vielleicht bald auf #Mastodon",pontour1,0,0
2022-12-05 12:05:35+00:00,1599736740922724352,"🇩🇪 Muss mir eine neue Heimat auf #Mastodon suchen, die 1) keine IP-Adressen loggt und 2) Synchronisierung mit Twitter (cross-posts) erlaubt. Habt ihr Tipps?
🇬🇧 Need to find a new #Mastodon home server that 1) doesn't indiscriminately log IP addresses and 2) allows for (1/2)",echo_pbreyer,17,10
2022-12-05 12:05:19+00:00,1599736675143364610,"@NdsLandesReg @GaugerYvonne Moin, ich würde mich freuen, wenn es von der nds. Landesregierung einen Account auf #Mastodon - z.B. bei https://t.co/olshoS2JP5 geben würde.",VolkmarGruen,5,0
2022-12-05 12:03:49+00:00,1599736295252627456,"¿Escucharon hablar de #Mastodon ?

La nueva red social que compite contra #Twitter

Si tenés un negocio, no te quedes afuera.",BasitaMkt,0,0
2022-12-05 12:03:23+00:00,1599736188348366856,"TT Twitter #Italia 13:03:
1 #Sanremo2023
2 #5dicembre
3 Paola
4 #Mastodon
5 #FranciaPolonia
6 #Schlein
7 #FRAPOL
8 Amadeus
9 buona domenica
10 Articolo 31
11 Anna Oxa
12 Elodie
13 Grignani
14 Renzi
15 Bankitalia
16 Jalisse
17 Cugini di Campagna
18 Rudy",TendenzeItalia,0,0
2022-12-05 12:03:18+00:00,1599736165158236161,"@MpStephanWeil ""Meinungsfreiheit"" ist für machen Leute ""Hass und Hetze"". 
Fehlende Kontrolle und Verifizierung bezieht sich wahrscheinlich auf den #OERR.
Viel Spass auf #Mastodon und tschüss!",VOSP10,341,29
2022-12-05 12:02:30+00:00,1599735963772719105,"Service-Toot: Ab Tusky (Android) Version 21 wird es möglich sein, seine Toots zu editieren.

https://t.co/2DoVd4ta0J

#mastodon #android #app",kuketzblog,1,0
2022-12-05 11:56:02+00:00,1599734338907557890,@iMatteo_Pau Povero #Mastodon 🥸,gabri_on_drone,1,0
2022-12-05 11:55:36+00:00,1599734229213945856,"@ZDFhannover Welche #Falschinformationen belasten #Weil denn am meisten? Fehlender #Fremdschutz? #Selbstschutz? Dass es doch ein #Impfabo ist, die #Impfung die #Pandemie nicht beendet hat? Ich drücke ihn fest❤️ und hoffe, er bekommt auf #Mastodon als #Politiker wieder das, was er hören will.",ElefantImRaum2,327,30
2022-12-05 11:55:18+00:00,1599734152408043521,"RT @kuketzblog@social.tchncs.de
Service-Toot: Ab Tusky (Android) Version 21 wird es möglich sein, seine Toots zu editieren. 

https://t.co/zwUng72B2j

#mastodon #android #app
https://t.co/nKRr91EP7I",tobiaskaminski,0,0
2022-12-05 11:54:49+00:00,1599734030827593730,"Para entender como funciona #mastodon 
 https://t.co/vvILShFz6w",GAMV65,0,0
2022-12-05 11:54:42+00:00,1599734001987506176,"Wer Interesse am Aufbau einer vielversprechenden Twitter-Alternative abseits von #Mastodon hat, hier entlang: https://t.co/FqGH42OHcZ",diz_lizzy,0,0
2022-12-05 11:52:57+00:00,1599733560453496839,"ich muss sagen ich bin ein wenig ungehalten wenn mir jemand auf #mastodon rät doch auch #bandcamp zu sein mit dem hinweis das #spotify und co devil sind. a) bandcamp hat keine verträge mit royalty companies, b) zahlt keine streams c) ist eine nische d) meine entscheidung",herrkaschke,4,0
2022-12-05 11:47:00+00:00,1599732066270302208,"#Fedihelp 
Je viens de terminer un petit dev pour intégrer un bouton de partage vers #Mastodon depuis mon thème #Wordpress...
Mais il n'y a pas que le mammouth dans le #fediverse 😉 
Pour #Mastodon, le format ressemble à… https://t.co/oMk0iZPSU5",Fd_C,0,0
2022-12-05 11:36:01+00:00,1599729302773198848,"Er wordt meer gepraat over #mastodon dan dat er daadwerkelijk op die servers gebeurt ...

https://t.co/Xk342EZT69",VolkRegeert,0,0
2022-12-05 11:35:49+00:00,1599729248570310656,Hallo Welt! Das Evangelisch-Lutherische Dekanat #Schweinfurt ist jetzt auch auf #Mastodon. Bis bald!,SW_Evangelisch,1,0
2022-12-05 11:34:49+00:00,1599728998514192384,Actual footage of @elonmusk  after he heard that #Infosec people are leaving @Twitter  for #Mastodon https://t.co/WOB5WlbRuQ,Adrian__T,0,0
2022-12-05 11:33:14+00:00,1599728598297944065,"@alena_buyx @hwieduwilt @FAZ_NET Der Text liest sich fast so, als repräsentiere @Twitter den Anspruch einer die Widersprüche der #Gesellschaft insgesamt austragenden #Vernunft, während die feudal-föderale Struktur von #Mastodon &amp; Co in #Gemeinschaften zerfalle, die nur noch eigene #Weltanschauungen pflegten. https://t.co/673PUltK7Z",EtgetonStefan,0,0
2022-12-05 11:28:16+00:00,1599727351805247488,"‘Slechts handvol #Twitter gebruikers die dreigden het platform te verlaten voor #Mastodon, hebben hun accounts daadwerkelijk verwijderd. Uit analyse van 1,9 miljoen tweets en ruim 140.000 Twitter accounts blijkt dat 1,6% @Twitter volledig heeft verlaten.’ https://t.co/AK05bacXTh",Raymond_vT,239,65
2022-12-05 11:27:03+00:00,1599727043788165120,Je ne me rappelle déjà plus le mot de passe que j'ai utilisé pour #Mastodon 🐘,Franc_Tireur_fr,0,0
2022-12-05 11:25:26+00:00,1599726637645533185,"RT @sw_evangelisch@kirche.social
Hallo Welt! Das Evangelisch-Lutherische Dekanat #Schweinfurt ist jetzt auch auf #Mastodon. Bis bald!
https://t.co/VKoH5GIsvz",kuschelkirche,1,1
2022-12-05 11:24:45+00:00,1599726466325180416,"We've got our own #Mastodon instance! https://t.co/ZMYUhY2xCY 

We remain on Twitter as well, of course, but now if you're interested in staying up to date with what's published on our blog (https://t.co/h55EkMDIyf), or other news - you can do so from one more place :)",adamwarski,6,0
2022-12-05 11:23:04+00:00,1599726041974480896,"Erinnerst du dich noch, wann du dich für Twitter registriert hast? Ich weiß es noch! #MeinTwitterJubiläum 

Cool, so today I will delete my account. Cya on #mastodon @elonmusk https://t.co/6iyR66MQTv",userdaphi,1,0
2022-12-05 11:16:15+00:00,1599724326323822592,"@elcp72 #Mastodon n'a que le nom, pour le moment ça reste une coquille vide 😐",le_krug,0,0
2022-12-05 11:15:28+00:00,1599724129225039872,"Estrenando dos #newsletters sobre #Mastodon:
https://t.co/YFlD4SDdAc",jlori,2,0
2022-12-05 11:12:20+00:00,1599723339592962050,Für alle die schon auf #mastodon unterwegs sind: https://t.co/vvYEVPfKy6,TT_Blog,3,0
2022-12-05 11:07:56+00:00,1599722231361314816,"TT Twitter #Italia 12:07:
1 #Sanremo2023
2 #Mastodon
3 #5dicembre
4 Paola
5 #FranciaPolonia
6 #Schlein
7 #FRAPOL
8 Amadeus
9 Articolo 31
10 buona domenica
11 Anna Oxa
12 Grassani
13 Elodie
14 Grignani
15 Renzi
16 Cugini di Campagna
17 Jalisse
18 Gegia
19 Rudy",TendenzeItalia,0,0
2022-12-05 11:04:33+00:00,1599721381586882560,"Und #Mastodon hier: https://t.co/uFtc8e8NJ4 
#SAUBERENERGIE 💙💚",SAUBERENERGIE,0,0
2022-12-05 11:03:31+00:00,1599721122668630016,"Recordeu aquell sentiment d'entrar a Twitter i no veure cap anunci?

Sempre el podeu reviure a #Mastodon.",epineda,5,1
2022-12-05 11:00:54+00:00,1599720464858816513,📢A toot from Peer Community Journal in #Mastodon: https://t.co/kb6DxPRcNa,PeerComJournal,0,0
2022-12-05 10:58:09+00:00,1599719770105950208,"Ein Artikel, dem man nicht in allen Details zustimmen muss. Aber die Grundaussage stimmt: #Twitter ist besser als sein Ruf, und #Mastodon schlimmer. https://t.co/tgX7P5HWOo #fplus",PhilipPlickert,55,9
2022-12-05 10:53:04+00:00,1599718493959901186,"Decid lo que queráis pero #Mastodon esta a otro nivel. El Server en el que estoy/he escogido TODO es gaming (para mí un paraíso) encima no tengo qver fotos de tíos y tías desnudas cada 2x3 pq están prohibidas. Ya estaba poco por aquí, ahora menos 😆 Server https://t.co/08JJKf2UeX https://t.co/wbs5byz2tu",xxDevian,2,0
